,id,name,review_count,category,rating,phone,display_phone,price,coord_lat,coord_long
2700,1thBGawoqRUHqCfQMZycYQ,S&S Cheesecake,210,desserts,4.5,17185493888.0,(718) 549-3888,$$, 40.8847182244062, -73.8995528966188
2702,1thBGawoqRUHqCfQMZycYQ,S&S Cheesecake,210,bakeries,4.5,17185493888.0,(718) 549-3888,$$, 40.8847182244062, -73.8995528966188
2704,1thBGawoqRUHqCfQMZycYQ,S&S Cheesecake,210,kosher,4.5,17185493888.0,(718) 549-3888,$$, 40.8847182244062, -73.8995528966188
2706,rOlvILbWpofn5nuYvIvVTw,Sorrento Bakery,235,bakeries,4.0,19738874442.0,(973) 887-4442,$$, 40.832749, -74.341874
2708,rOlvILbWpofn5nuYvIvVTw,Sorrento Bakery,235,delis,4.0,19738874442.0,(973) 887-4442,$$, 40.832749, -74.341874
2710,rOlvILbWpofn5nuYvIvVTw,Sorrento Bakery,235,sandwiches,4.0,19738874442.0,(973) 887-4442,$$, 40.832749, -74.341874
2712,y0eMus88l5XtDKK_NA64zQ,William Greenberg Desserts,31,bakeries,4.0,12128611340.0,(212) 861-1340,$$, 40.76453, -73.97389
2714,y0eMus88l5XtDKK_NA64zQ,William Greenberg Desserts,31,cupcakes,4.0,12128611340.0,(212) 861-1340,$$, 40.76453, -73.97389
2716,j9TdOBSQ1LRw8v3hW5fObQ,Pies-n-Thighs,3197,southern,4.0,13475296090.0,(347) 529-6090,$$, 40.711191, -73.961424
2719,j9TdOBSQ1LRw8v3hW5fObQ,Pies-n-Thighs,3197,breakfast&brunch,4.0,13475296090.0,(347) 529-6090,$$, 40.711191, -73.961424
2730,1_JZHKkWQBozYQ00fephWQ,Pistache NYC,11,catering,5.0,19175978387.0,(917) 597-8387,, 40.6996109, -73.9479221
2731,1_JZHKkWQBozYQ00fephWQ,Pistache NYC,11,caterers,5.0,19175978387.0,(917) 597-8387,, 40.6996109, -73.9479221
2732,1_JZHKkWQBozYQ00fephWQ,Pistache NYC,11,bakeries,5.0,19175978387.0,(917) 597-8387,, 40.6996109, -73.9479221
2734,1_JZHKkWQBozYQ00fephWQ,Pistache NYC,11,french,5.0,19175978387.0,(917) 597-8387,, 40.6996109, -73.9479221
2736,GHqCPN9ubtgP5b_nbrJ0NQ,Judicke's Bakery,117,bakeries,3.0,12013394664.0,(201) 339-4664,$$, 40.6731512837238, -74.1107050119628
2738,awtyJFgknmtZmSK3AgToRw,Sant Ambroeus Sotheby's,27,desserts,4.0,12126067070.0,(212) 606-7070,$$, 40.766237, -73.953727
2740,awtyJFgknmtZmSK3AgToRw,Sant Ambroeus Sotheby's,27,cafes,4.0,12126067070.0,(212) 606-7070,$$, 40.766237, -73.953727
2742,xkwbqXbogLLSDfpEUGkVJQ,Tres Leches Bakery & Cafe,62,bakeries,4.0,12019980702.0,(201) 998-0702,$$, 40.781607, -74.1384465
2744,xkwbqXbogLLSDfpEUGkVJQ,Tres Leches Bakery & Cafe,62,juicebars,4.0,12019980702.0,(201) 998-0702,$$, 40.781607, -74.1384465
2746,xkwbqXbogLLSDfpEUGkVJQ,Tres Leches Bakery & Cafe,62,cupcakes,4.0,12019980702.0,(201) 998-0702,$$, 40.781607, -74.1384465
2748,9AXTJkwXdWaJaQkCjpj6mA,Sunday in Brooklyn,1271,newamerican,4.0,13472226722.0,(347) 222-6722,$$, 40.714181240175115, -73.96532809508915
2749,9AXTJkwXdWaJaQkCjpj6mA,Sunday in Brooklyn,1271,american(new),4.0,13472226722.0,(347) 222-6722,$$, 40.714181240175115, -73.96532809508915
2751,9AXTJkwXdWaJaQkCjpj6mA,Sunday in Brooklyn,1271,breakfast&brunch,4.0,13472226722.0,(347) 222-6722,$$, 40.714181240175115, -73.96532809508915
2752,9AXTJkwXdWaJaQkCjpj6mA,Sunday in Brooklyn,1271,cocktailbars,4.0,13472226722.0,(347) 222-6722,$$, 40.714181240175115, -73.96532809508915
2758,Bw9b6vDTKXAOg7c3bcR9PA,Salento Colombian Coffee & Kitchen,116,coffee,4.5,16467670680.0,(646) 767-0680,, 40.83786, -73.9386
2760,Bw9b6vDTKXAOg7c3bcR9PA,Salento Colombian Coffee & Kitchen,116,colombian,4.5,16467670680.0,(646) 767-0680,, 40.83786, -73.9386
2762,reSowU14UupUqGaaU8s_2g,Bella Beans Cafe,25,bakeries,5.0,17185244207.0,(718) 524-4207,, 40.610302, -74.063019
2764,reSowU14UupUqGaaU8s_2g,Bella Beans Cafe,25,desserts,5.0,17185244207.0,(718) 524-4207,, 40.610302, -74.063019
2766,reSowU14UupUqGaaU8s_2g,Bella Beans Cafe,25,cafes,5.0,17185244207.0,(718) 524-4207,, 40.610302, -74.063019
2768,-qRbyycImrGQ8HMwoU4wNg,Lety's Bakery and Café,313,coffee,4.0,17185076539.0,(718) 507-6539,$, 40.749433, -73.888595
2770,-qRbyycImrGQ8HMwoU4wNg,Lety's Bakery and Café,313,bakeries,4.0,17185076539.0,(718) 507-6539,$, 40.749433, -73.888595
2772,5rsxRdTB5CvzBiLIMMwk_g,Té Company,196,tea,5.0,,,$$, 40.7346, -74.00193
2773,5rsxRdTB5CvzBiLIMMwk_g,Té Company,196,tearooms,5.0,,,$$, 40.7346, -74.00193
2774,271Aza66eHcYeBJ8vMMr5w,Athens Bakery,34,bakeries,4.5,12012870399.0,(201) 287-0399,$$, 40.88613, -74.01218
2776,Kw86KefJUTtrmgL3vAs_Vw,Saint Honore Pastry Shop,116,bakeries,4.0,15167672555.0,(516) 767-2555,$$, 40.8302606, -73.6838448
2778,Kw86KefJUTtrmgL3vAs_Vw,Saint Honore Pastry Shop,116,coffee,4.0,15167672555.0,(516) 767-2555,$$, 40.8302606, -73.6838448
2780,Kw86KefJUTtrmgL3vAs_Vw,Saint Honore Pastry Shop,116,desserts,4.0,15167672555.0,(516) 767-2555,$$, 40.8302606, -73.6838448
2782,TPBTUvbBVUfJeEWWy1o1QQ,Sundaes and Cones,1624,icecream,4.5,12129799398.0,(212) 979-9398,$$, 40.730934, -73.989318
2784,TPBTUvbBVUfJeEWWy1o1QQ,Sundaes and Cones,1624,bakeries,4.5,12129799398.0,(212) 979-9398,$$, 40.730934, -73.989318
2786,vJ204wbNLB3HPMmSKiWPKQ,Woops!,209,macarons,4.0,17183844410.0,(718) 384-4410,$$, 40.717317, -73.95654
2788,Xb5TPvCRdjXtkaj1YhMM1g,Lords Bakery,218,desserts,4.0,17184349551.0,(718) 434-9551,$$, 40.63333, -73.94754
2790,Xb5TPvCRdjXtkaj1YhMM1g,Lords Bakery,218,bakeries,4.0,17184349551.0,(718) 434-9551,$$, 40.63333, -73.94754
2792,Q-yTbpW4vrq80oRW40W_Pg,L'albero Dei Gelati,295,icecream,4.5,17187882288.0,(718) 788-2288,$$, 40.671932, -73.9836569
2794,Q-yTbpW4vrq80oRW40W_Pg,L'albero Dei Gelati,295,bars,4.5,17187882288.0,(718) 788-2288,$$, 40.671932, -73.9836569
2796,Q-yTbpW4vrq80oRW40W_Pg,L'albero Dei Gelati,295,italian,4.5,17187882288.0,(718) 788-2288,$$, 40.671932, -73.9836569
2798,SmOyRLE4LrFQFuEJfiandA,The Sweet Tooth & Catering,78,bakeries,4.5,17185742580.0,(718) 574-2580,$, 40.6843063, -73.93845006433403
2800,SmOyRLE4LrFQFuEJfiandA,The Sweet Tooth & Catering,78,desserts,4.5,17185742580.0,(718) 574-2580,$, 40.6843063, -73.93845006433403
2802,SmOyRLE4LrFQFuEJfiandA,The Sweet Tooth & Catering,78,catering,4.5,17185742580.0,(718) 574-2580,$, 40.6843063, -73.93845006433403
2803,SmOyRLE4LrFQFuEJfiandA,The Sweet Tooth & Catering,78,caterers,4.5,17185742580.0,(718) 574-2580,$, 40.6843063, -73.93845006433403
2804,mjvKLBCA8etsnOR2KkYMlQ,Dolce & Salato,79,coffee,4.5,12014209182.0,(201) 420-9182,$$, 40.75084, -74.03229
2806,mjvKLBCA8etsnOR2KkYMlQ,Dolce & Salato,79,icecream,4.5,12014209182.0,(201) 420-9182,$$, 40.75084, -74.03229
2808,mjvKLBCA8etsnOR2KkYMlQ,Dolce & Salato,79,italian,4.5,12014209182.0,(201) 420-9182,$$, 40.75084, -74.03229
2810,Qm-PuWIngSE2zVbjH5nLOA,Sunmerry Bakery,230,coffee,4.5,17323544378.0,(732) 354-4378,$$, 40.50696, -74.396548
2812,Qm-PuWIngSE2zVbjH5nLOA,Sunmerry Bakery,230,bakeries,4.5,17323544378.0,(732) 354-4378,$$, 40.50696, -74.396548
2814,Qm-PuWIngSE2zVbjH5nLOA,Sunmerry Bakery,230,bubbletea,4.5,17323544378.0,(732) 354-4378,$$, 40.50696, -74.396548
2816,leI3BslJ5I2-IxXyRaRjPw,Cafe d’Avignon - Essex Market,114,bakeries,4.5,19172612092.0,(917) 261-2092,$$, 40.71792, -73.988317
2819,leI3BslJ5I2-IxXyRaRjPw,Cafe d’Avignon - Essex Market,114,breakfast&brunch,4.5,19172612092.0,(917) 261-2092,$$, 40.71792, -73.988317
2820,leI3BslJ5I2-IxXyRaRjPw,Cafe d’Avignon - Essex Market,114,sandwiches,4.5,19172612092.0,(917) 261-2092,$$, 40.71792, -73.988317
2822,DGhWO1sUWydVeR5j5ZZaMw,La Grande Boucherie,2451,french,4.5,12125107714.0,(212) 510-7714,$$$, 40.7626274, -73.98084109999999
2824,DGhWO1sUWydVeR5j5ZZaMw,La Grande Boucherie,2451,steak,4.5,12125107714.0,(212) 510-7714,$$$, 40.7626274, -73.98084109999999
2825,DGhWO1sUWydVeR5j5ZZaMw,La Grande Boucherie,2451,steakhouses,4.5,12125107714.0,(212) 510-7714,$$$, 40.7626274, -73.98084109999999
2826,DGhWO1sUWydVeR5j5ZZaMw,La Grande Boucherie,2451,cocktailbars,4.5,12125107714.0,(212) 510-7714,$$$, 40.7626274, -73.98084109999999
2828,x1W1n8eWeS3FMTAlN3AQww,Sweet Cats Cafe,94,arcades,3.5,19292183130.0,(929) 218-3130,$$, 40.763856, -73.83124
2830,x1W1n8eWeS3FMTAlN3AQww,Sweet Cats Cafe,94,desserts,3.5,19292183130.0,(929) 218-3130,$$, 40.763856, -73.83124
2832,x1W1n8eWeS3FMTAlN3AQww,Sweet Cats Cafe,94,bubbletea,3.5,19292183130.0,(929) 218-3130,$$, 40.763856, -73.83124
2834,gh_wm0qRtna-7BW2Twrb5g,Big Cake Mom,2,cakeshop,5.0,19174566676.0,(917) 456-6676,, 40.61872, -73.98714
2836,WFyGR8sW10AzbAoQ4T7Ung,The Paris Cafe,376,seafood,4.0,16468466270.0,(646) 846-6270,$$, 40.70732, -74.00159
2838,WFyGR8sW10AzbAoQ4T7Ung,The Paris Cafe,376,bars,4.0,16468466270.0,(646) 846-6270,$$, 40.70732, -74.00159
2840,WFyGR8sW10AzbAoQ4T7Ung,The Paris Cafe,376,cafes,4.0,16468466270.0,(646) 846-6270,$$, 40.70732, -74.00159
2842,aiELyvL3nWrI8WJb2lUniw,Padoca Bakery,330,coffee,4.0,17184408671.0,(718) 440-8671,$, 40.766115, -73.962387
2845,aiELyvL3nWrI8WJb2lUniw,Padoca Bakery,330,breakfast&brunch,4.0,17184408671.0,(718) 440-8671,$, 40.766115, -73.962387
2846,aiELyvL3nWrI8WJb2lUniw,Padoca Bakery,330,bakeries,4.0,17184408671.0,(718) 440-8671,$, 40.766115, -73.962387
2848,hdcqE7ryfJ5ZTXEvmaLY9g,Mark's Bake Shoppe,64,bakeries,4.5,17186682600.0,(718) 668-2600,$$, 40.573167, -74.136826
2850,hdcqE7ryfJ5ZTXEvmaLY9g,Mark's Bake Shoppe,64,cakeshop,4.5,17186682600.0,(718) 668-2600,$$, 40.573167, -74.136826
2852,hdcqE7ryfJ5ZTXEvmaLY9g,Mark's Bake Shoppe,64,cupcakes,4.5,17186682600.0,(718) 668-2600,$$, 40.573167, -74.136826
2854,SFRYV2Ogm6n_f0G6Eo9bBA,Cocoa Bakery,52,bakeries,4.0,12018303430.0,(201) 830-3430,, 40.750955, -74.046192
2856,SFRYV2Ogm6n_f0G6Eo9bBA,Cocoa Bakery,52,coffee,4.0,12018303430.0,(201) 830-3430,, 40.750955, -74.046192
2858,SFRYV2Ogm6n_f0G6Eo9bBA,Cocoa Bakery,52,cakeshop,4.0,12018303430.0,(201) 830-3430,, 40.750955, -74.046192
2860,0ksKKrgHt-6xCCHfTlLcoA,tán,82,latin,4.0,19173882248.0,(917) 388-2248,, 40.75502324994503, -73.97048579999999
2861,0ksKKrgHt-6xCCHfTlLcoA,tán,82,latinamerican,4.0,19173882248.0,(917) 388-2248,, 40.75502324994503, -73.97048579999999
2862,0ksKKrgHt-6xCCHfTlLcoA,tán,82,mexican,4.0,19173882248.0,(917) 388-2248,, 40.75502324994503, -73.97048579999999
2864,xFwUWWXmWRUinZxyb6_5Rw,Carlo's Bakery,1303,cakeshop,2.5,19294460509.0,(929) 446-0509,$$, 40.7572117718346, -73.9903539084595
2866,xFwUWWXmWRUinZxyb6_5Rw,Carlo's Bakery,1303,bakeries,2.5,19294460509.0,(929) 446-0509,$$, 40.7572117718346, -73.9903539084595
2868,xFwUWWXmWRUinZxyb6_5Rw,Carlo's Bakery,1303,desserts,2.5,19294460509.0,(929) 446-0509,$$, 40.7572117718346, -73.9903539084595
2870,3nNxsdiBfa4-FKmRIiTHjQ,La Gran Via Bakery,51,bakeries,4.5,12013484322.0,(201) 348-4322,$, 40.77946, -74.0176
2872,3nNxsdiBfa4-FKmRIiTHjQ,La Gran Via Bakery,51,desserts,4.5,12013484322.0,(201) 348-4322,$, 40.77946, -74.0176
2874,3nNxsdiBfa4-FKmRIiTHjQ,La Gran Via Bakery,51,empanadas,4.5,12013484322.0,(201) 348-4322,$, 40.77946, -74.0176
2876,erkZS1LauolrkacOI2HOUg,Balthazar Bakery,425,bakeries,4.5,12015039717.0,(201) 503-9717,$$, 40.88738, -73.9793
2878,2QnsnDgvBW-ttILgmawFRA,Original Cake,6,cakeshop,3.5,13475423287.0,(347) 542-3287,, 40.75726342316158, -73.8295241203253
2880,59dulpe8fTkvAtDVIdAW4Q,Brooklyn Whiskers Bakery,231,coffee,3.5,17189757044.0,(718) 975-7044,$$, 40.695387, -73.9321664
2882,59dulpe8fTkvAtDVIdAW4Q,Brooklyn Whiskers Bakery,231,vegan,3.5,17189757044.0,(718) 975-7044,$$, 40.695387, -73.9321664
2884,59dulpe8fTkvAtDVIdAW4Q,Brooklyn Whiskers Bakery,231,bakeries,3.5,17189757044.0,(718) 975-7044,$$, 40.695387, -73.9321664
2886,qS1d3RQW68HJmdHLIANx7Q,Oneg Bakery,90,bakeries,4.5,17187970971.0,(718) 797-0971,$, 40.7021085, -73.956163
2888,zOLaZkeY_SZU4jPpK3aE-Q,Annadale Bakery,85,donuts,4.5,19292843400.0,(929) 284-3400,$$, 40.54171, -74.17729
2890,zOLaZkeY_SZU4jPpK3aE-Q,Annadale Bakery,85,coffee,4.5,19292843400.0,(929) 284-3400,$$, 40.54171, -74.17729
2892,zOLaZkeY_SZU4jPpK3aE-Q,Annadale Bakery,85,bakeries,4.5,19292843400.0,(929) 284-3400,$$, 40.54171, -74.17729
2894,7uBRJbRoAK1AWjl14K8FkQ,Bonbon Lakay,28,desserts,4.5,13474576551.0,(347) 457-6551,, 40.67174, -73.98398
2896,7uBRJbRoAK1AWjl14K8FkQ,Bonbon Lakay,28,bakeries,4.5,13474576551.0,(347) 457-6551,, 40.67174, -73.98398
2898,7uBRJbRoAK1AWjl14K8FkQ,Bonbon Lakay,28,haitian,4.5,13474576551.0,(347) 457-6551,, 40.67174, -73.98398
2900,KJogegi-Sx9CeY0mwH56rQ,Beard Papa’s,29,bakeries,4.5,12129608472.0,(212) 960-8472,, 40.729340364396656, -73.98906676093725
2902,KJogegi-Sx9CeY0mwH56rQ,Beard Papa’s,29,desserts,4.5,12129608472.0,(212) 960-8472,, 40.729340364396656, -73.98906676093725
2904,Z-QmxQZAJEy5GXqA82Bemw,Da Toscano,137,italian,4.5,12126064054.0,(212) 606-4054,, 40.730508, -74.001238
2906,gAehz5uPvoLsyYTMAbZKjQ,Cake Rage,5,bakeries,5.0,19176224668.0,(917) 622-4668,$$, 40.7593941, -73.9697795
2908,vbvtWBbO3Q-Q15w7aHxgVg,Max Brenner - New York,5064,desserts,3.5,16464678803.0,(646) 467-8803,$$, 40.7342670594805, -73.9910549187747
2910,vbvtWBbO3Q-Q15w7aHxgVg,Max Brenner - New York,5064,tradamerican,3.5,16464678803.0,(646) 467-8803,$$, 40.7342670594805, -73.9910549187747
2911,vbvtWBbO3Q-Q15w7aHxgVg,Max Brenner - New York,5064,american(traditional),3.5,16464678803.0,(646) 467-8803,$$, 40.7342670594805, -73.9910549187747
2913,vbvtWBbO3Q-Q15w7aHxgVg,Max Brenner - New York,5064,breakfast&brunch,3.5,16464678803.0,(646) 467-8803,$$, 40.7342670594805, -73.9910549187747
2914,0YSPdIOy6boyCt9Gz9oNrQ,The Spoon Factory,2,cafes,5.0,17182711701.0,(718) 271-1701,, 40.7352635921563, -73.8693005092165
2916,rzGXLWXE-MxdZ9EDAqQnRw,Rosetta Bakery,25,sandwiches,4.0,15512484966.0,(551) 248-4966,, 40.80896, -74.07074
2918,rzGXLWXE-MxdZ9EDAqQnRw,Rosetta Bakery,25,cakeshop,4.0,15512484966.0,(551) 248-4966,, 40.80896, -74.07074
2920,rzGXLWXE-MxdZ9EDAqQnRw,Rosetta Bakery,25,cafes,4.0,15512484966.0,(551) 248-4966,, 40.80896, -74.07074
2922,zyKx042DH-mB1mVq_NmhbQ,Las Chicas Bakery & Cafe,79,desserts,4.0,12017588400.0,(201) 758-8400,$$, 40.8000603, -74.0082321
2924,zyKx042DH-mB1mVq_NmhbQ,Las Chicas Bakery & Cafe,79,coffee,4.0,12017588400.0,(201) 758-8400,$$, 40.8000603, -74.0082321
2926,zyKx042DH-mB1mVq_NmhbQ,Las Chicas Bakery & Cafe,79,bakeries,4.0,12017588400.0,(201) 758-8400,$$, 40.8000603, -74.0082321
2928,eyVi4b5NtBzxSZHr1MsQxA,Maman,129,cafes,3.5,13476899195.0,(347) 689-9195,$$, 40.7304699, -73.95796
2930,eyVi4b5NtBzxSZHr1MsQxA,Maman,129,bakeries,3.5,13476899195.0,(347) 689-9195,$$, 40.7304699, -73.95796
2933,eyVi4b5NtBzxSZHr1MsQxA,Maman,129,breakfast&brunch,3.5,13476899195.0,(347) 689-9195,$$, 40.7304699, -73.95796
2934,Hc33wV6QoN6gqPqGNUPrsQ,Chez Alex,174,bakeries,4.0,17184844077.0,(718) 484-4077,$, 40.687579, -73.92383
2936,Hc33wV6QoN6gqPqGNUPrsQ,Chez Alex,174,sandwiches,4.0,17184844077.0,(718) 484-4077,$, 40.687579, -73.92383
2938,Hc33wV6QoN6gqPqGNUPrsQ,Chez Alex,174,vegan,4.0,17184844077.0,(718) 484-4077,$, 40.687579, -73.92383
2940,WDbAFIxM3YkJi_Qsu5xLCA,Sensible Edibles,30,bakeries,4.5,17187861614.0,(718) 786-1614,$, 40.7419083, -73.9350689
2942,l7QAb1mCN01mTlQ2Za4-Qw,Sweet Shansations,43,desserts,4.5,19739086663.0,(973) 908-6663,, 40.85847967, -74.358754
2944,l7QAb1mCN01mTlQ2Za4-Qw,Sweet Shansations,43,bubbletea,4.5,19739086663.0,(973) 908-6663,, 40.85847967, -74.358754
2946,l7QAb1mCN01mTlQ2Za4-Qw,Sweet Shansations,43,bakeries,4.5,19739086663.0,(973) 908-6663,, 40.85847967, -74.358754
2948,rrL05CECQO4sQXCc5BF90g,Mercado Little Spain,559,spanish,3.5,16464951242.0,(646) 495-1242,$$, 40.752435, -74.001475
2950,DQ4iuHaEFFF-HwMAoXQhvw,Buttercup Bake Shop,23,cupcakes,3.5,12123504144.0,(212) 350-4144,$$, 40.710404, -74.00897
2952,DQ4iuHaEFFF-HwMAoXQhvw,Buttercup Bake Shop,23,bakeries,3.5,12123504144.0,(212) 350-4144,$$, 40.710404, -74.00897
2954,DQ4iuHaEFFF-HwMAoXQhvw,Buttercup Bake Shop,23,desserts,3.5,12123504144.0,(212) 350-4144,$$, 40.710404, -74.00897
2956,UyllFnrSaldh-FMrcQQbOg,Alice's Tea Cup To Go,20,coffee,3.5,13472234830.0,(347) 223-4830,, 40.70037, -73.99331
2958,UyllFnrSaldh-FMrcQQbOg,Alice's Tea Cup To Go,20,bakeries,3.5,13472234830.0,(347) 223-4830,, 40.70037, -73.99331
2960,UyllFnrSaldh-FMrcQQbOg,Alice's Tea Cup To Go,20,desserts,3.5,13472234830.0,(347) 223-4830,, 40.70037, -73.99331
2962,ruE5cqNFvkkIgkk0dL5pYA,Creperie,500,creperies,4.0,12129795521.0,(212) 979-5521,$, 40.7203575, -73.9883391
2964,tD2l7pW7DxiyDPLlZ9URcA,Breads Bakery,56,bakeries,4.0,12126332253.0,(212) 633-2253,$, 40.77151, -73.95951
2966,tD2l7pW7DxiyDPLlZ9URcA,Breads Bakery,56,desserts,4.0,12126332253.0,(212) 633-2253,$, 40.77151, -73.95951
2968,tD2l7pW7DxiyDPLlZ9URcA,Breads Bakery,56,cafes,4.0,12126332253.0,(212) 633-2253,$, 40.77151, -73.95951
2970,_4UvguU5z2hMsHXlYedFXw,Tao Hong Bakery,67,bakeries,4.5,12122190981.0,(212) 219-0981,$, 40.71735, -73.9945679
2972,_4UvguU5z2hMsHXlYedFXw,Tao Hong Bakery,67,chinese,4.5,12122190981.0,(212) 219-0981,$, 40.71735, -73.9945679
2976,OyKLvzkdpoklQ3gaUqMROQ,Jayce Baudry French Pastry,56,bakeries,4.5,19735316464.0,(973) 531-6464,, 40.81409747943902, -74.21856876811597
2978,OyKLvzkdpoklQ3gaUqMROQ,Jayce Baudry French Pastry,56,desserts,4.5,19735316464.0,(973) 531-6464,, 40.81409747943902, -74.21856876811597
2980,OyKLvzkdpoklQ3gaUqMROQ,Jayce Baudry French Pastry,56,cakeshop,4.5,19735316464.0,(973) 531-6464,, 40.81409747943902, -74.21856876811597
2982,ycdAUtafe3vKGCtXpOsrLA,Edo's Cakes,25,bakeries,4.5,19739962168.0,(973) 996-2168,$$, 40.69724, -74.23867
2984,ycdAUtafe3vKGCtXpOsrLA,Edo's Cakes,25,cupcakes,4.5,19739962168.0,(973) 996-2168,$$, 40.69724, -74.23867
2986,2Cqj13bxnvW83ctQp1prEA,ROYCE' Bryant Park,223,candy,4.5,16464907792.0,(646) 490-7792,$$, 40.75277, -73.98345
2987,2Cqj13bxnvW83ctQp1prEA,ROYCE' Bryant Park,223,candystores,4.5,16464907792.0,(646) 490-7792,$$, 40.75277, -73.98345
2988,2Cqj13bxnvW83ctQp1prEA,ROYCE' Bryant Park,223,chocolate,4.5,16464907792.0,(646) 490-7792,$$, 40.75277, -73.98345
2990,tq7dDT6edTInhkNdDrYv_w,Black Brick,347,coffee,4.0,17183840075.0,(718) 384-0075,$, 40.7142079238412, -73.9617848396301
2992,T8WT2yMPQaJw3XNl16TlQQ,Sugartown Bakery Cafe,99,desserts,3.5,12013336600.0,(201) 333-6600,$, 40.71725, -74.048819
2994,T8WT2yMPQaJw3XNl16TlQQ,Sugartown Bakery Cafe,99,cakeshop,3.5,12013336600.0,(201) 333-6600,$, 40.71725, -74.048819
2996,T8WT2yMPQaJw3XNl16TlQQ,Sugartown Bakery Cafe,99,cupcakes,3.5,12013336600.0,(201) 333-6600,$, 40.71725, -74.048819
2998,JtVjs-ohU6vLjrltkfZFPw,Settepani Bakery,103,bakeries,3.5,17183496524.0,(718) 349-6524,$, 40.71506, -73.9494
3000,xGkjOhRnsIQz_maA6tfhbA,Winner,145,coffee,4.5,,,, 40.66572037427356, -73.98235297899579
3002,-8HsKILlFcC8ieznte56eg,Lulu's Bakery,472,bakeries,4.0,17184544300.0,(718) 454-4300,$$, 40.726579853982976, -73.7887353084666
3004,kwq1W0opBnOYKoUXWYyQ5g,Momokawa,234,japanese,4.0,12122560403.0,(212) 256-0403,$$$, 40.77047, -73.9537
3006,kwq1W0opBnOYKoUXWYyQ5g,Momokawa,234,sushi,4.0,12122560403.0,(212) 256-0403,$$$, 40.77047, -73.9537
3007,kwq1W0opBnOYKoUXWYyQ5g,Momokawa,234,sushibars,4.0,12122560403.0,(212) 256-0403,$$$, 40.77047, -73.9537
3008,kwq1W0opBnOYKoUXWYyQ5g,Momokawa,234,hotpot,4.0,12122560403.0,(212) 256-0403,$$$, 40.77047, -73.9537
3010,qikiQkcPe40utb7uKDJMHQ,Cafe Zaiya,190,desserts,3.5,12127646785.0,(212) 764-6785,$, 40.75413971422578, -73.98500266571587
3012,qikiQkcPe40utb7uKDJMHQ,Cafe Zaiya,190,coffee,3.5,12127646785.0,(212) 764-6785,$, 40.75413971422578, -73.98500266571587
3014,qikiQkcPe40utb7uKDJMHQ,Cafe Zaiya,190,japanese,3.5,12127646785.0,(212) 764-6785,$, 40.75413971422578, -73.98500266571587
3016,h8XLhVVPoYPYodZqQOjRMw,Robert,1044,newamerican,4.0,12122997730.0,(212) 299-7730,$$$, 40.767394, -73.982036
3017,h8XLhVVPoYPYodZqQOjRMw,Robert,1044,american(new),4.0,12122997730.0,(212) 299-7730,$$$, 40.767394, -73.982036
3018,h8XLhVVPoYPYodZqQOjRMw,Robert,1044,venues,4.0,12122997730.0,(212) 299-7730,$$$, 40.767394, -73.982036
3020,h8XLhVVPoYPYodZqQOjRMw,Robert,1044,cocktailbars,4.0,12122997730.0,(212) 299-7730,$$$, 40.767394, -73.982036
3022,wvT4qk2oHO8K5OUn9StZYQ,Baking Grace,153,bakeries,4.5,19732380307.0,(973) 238-0307,$$, 40.962764601855255, -74.1564877734651
3024,wvT4qk2oHO8K5OUn9StZYQ,Baking Grace,153,desserts,4.5,19732380307.0,(973) 238-0307,$$, 40.962764601855255, -74.1564877734651
3026,wvT4qk2oHO8K5OUn9StZYQ,Baking Grace,153,cupcakes,4.5,19732380307.0,(973) 238-0307,$$, 40.962764601855255, -74.1564877734651
3028,Q0JWPHcXTDKNP4c8QNU4pw,Taiyaki NYC - Williamsburg ,292,icecream,4.5,19179091856.0,(917) 909-1856,$, 40.7143691, -73.9615536
3030,Q0JWPHcXTDKNP4c8QNU4pw,Taiyaki NYC - Williamsburg ,292,desserts,4.5,19179091856.0,(917) 909-1856,$, 40.7143691, -73.9615536
3032,Q0JWPHcXTDKNP4c8QNU4pw,Taiyaki NYC - Williamsburg ,292,waffles,4.5,19179091856.0,(917) 909-1856,$, 40.7143691, -73.9615536
3034,4TzmaUT3jsgrD_tbA8d42Q,Sweet Serendipity,51,bakeries,4.5,15163417311.0,(516) 341-7311,$$, 40.649706, -73.689088
3036,4TzmaUT3jsgrD_tbA8d42Q,Sweet Serendipity,51,cupcakes,4.5,15163417311.0,(516) 341-7311,$$, 40.649706, -73.689088
3038,4TzmaUT3jsgrD_tbA8d42Q,Sweet Serendipity,51,cakeshop,4.5,15163417311.0,(516) 341-7311,$$, 40.649706, -73.689088
3040,eTBPcTKzhSFz6_KQtRayIg,The Snackery Bakeshop,40,bakeries,5.0,19144811636.0,(914) 481-1636,$, 40.969010235383365, -73.68780435018775
3049,q1uIqB8PvyCCX8TajaRYBg,Little Owl,1455,breakfast&brunch,4.0,12127414695.0,(212) 741-4695,$$$, 40.73240001181511, -74.00532068435112
3050,q1uIqB8PvyCCX8TajaRYBg,Little Owl,1455,mediterranean,4.0,12127414695.0,(212) 741-4695,$$$, 40.73240001181511, -74.00532068435112
3052,aoaH3DJub24MkqMsBzew-Q,Semicolon Cafe,200,coffee,4.5,,,, 40.746243585426775, -73.97810199999999
3054,aoaH3DJub24MkqMsBzew-Q,Semicolon Cafe,200,sandwiches,4.5,,,, 40.746243585426775, -73.97810199999999
